,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner
522,3220000-101-1993-15624,19930611,영업/정상,55.00,135878,서울특별시 강남구 삼성동 153-60번지 ,서울특별시 강남구 삼성로100길 27 (삼성동),어머니족발,한식,205018.40847528     ,445330.517183279    ,기타,상수도전용,삼성동,
523,3220000-101-1993-15644,1993-05-31,영업/정상,95.86,135-881,서울특별시 강남구 삼성동 162-19,서울특별시 강남구 봉은사로108길 3-10 (삼성동),강남 돈 주는 남자,한식,205620.369319182,445802.098659746,,,삼성동,
524,3220000-101-1993-15651,19930216,영업/정상,99.93,135881,서울특별시 강남구 삼성동 165-12번지 ,서울특별시 강남구 봉은사로108길 21 (삼성동),이남장영동점,한식,205627.537677229    ,445712.075775255    ,주택가주변,상수도전용,삼성동,모범식당지정
525,3220000-101-1993-15652,1993-03-17,영업/정상,32.87,135-873,서울특별시 강남구 삼성동 106-8,"서울특별시 강남구 영동대로112길 9, 1층 4호 (삼성동)",삼성족발,한식,205318.996506949,445888.942789335,,,삼성동,
526,3220000-101-1993-15941,19930415,영업/정상,60.32,135945,서울특별시 강남구 일원동 666-1번지 ,서울특별시 강남구 일원로9길 24 (일원동),교토참치,한식,207317.408047788    ,443069.274273552    ,기타,상수도전용,일원동,
527,3220000-101-1993-15943,19930414,영업/정상,56.94,135945,서울특별시 강남구 일원동 645-9번지 ,서울특별시 강남구 일원로9길 70 (일원동),명가뼈다귀감자탕,한식,207636.718678166    ,443188.1347056      ,기타,상수도전용,일원동,
528,3220000-101-1993-15974,19930708,영업/정상,163.12,135931,서울특별시 강남구 역삼동 814-3번지 ,서울특별시 강남구 강남대로 446 (역삼동),등나무집,한식,202235.96187998     ,444461.212030876    ,기타,상수도전용,역삼동,
529,3220000-101-1993-15995,19930615,영업/정상,51.60,135924,서울특별시 강남구 역삼동 741-11,서울특별시 강남구 논현로85길 47 (역삼동),강남 삼겹살,한식,202971.517608056,443975.618078402,,,역삼동,
530,3220000-101-1993-16001,19930510,영업/정상,19.25,135913,서울특별시 강남구 역삼동 651-12번지 ,서울특별시 강남구 봉은사로30길 7 (역삼동),돈지가,한식,203051.874758527    ,444993.767790608    ,주택가주변,상수도전용,역삼동,
531,3220000-101-1993-16002,19930218,영업/정상,138.72,135910,서울특별시 강남구 역삼동 644-17번지 지상2층 ,"서울특별시 강남구 강남대로94길 91 (역삼동,지상2층)",거대식당,한식,202989.982307414    ,444312.784755613    ,기타,상수도전용,역삼동,
532,3220000-101-1993-16031,1993-01-06,영업/정상,157.60,135-924,서울특별시 강남구 역삼동 739-8,서울특별시 강남구 논현로85길 29 (역삼동),신의주 본점,한식,203089.66799418,444036.257390816,,,역삼동,
533,3220000-101-1993-16033,19930120,영업/정상,185.76,135933,서울특별시 강남구 역삼동 823-35 ,"서울특별시 강남구 테헤란로10길 21, A동 지상1층 105호 (역삼동)",신동궁감자탕뼈숯불구이,한식,202840.283264361    ,443954.934815307    ,유흥업소밀집지역,상수도전용,역삼동,
534,3220000-101-1993-17750,19930424,영업/정상,356.03,135514,서울특별시 강남구 역삼동 733-26번지 ,서울특별시 강남구 역삼로 217 (역삼동),나구야,한식,203531.403078563    ,443853.274643421    ,주택가주변,상수도전용,역삼동,
535,3220000-101-1993-17956,19930605,영업/정상,54.42,135917,서울특별시 강남구 역삼동 696-5번지 ,서울특별시 강남구 선릉로93길 12 (역삼동),서초동연가 선릉역점,한식,204110.909074733    ,444800.53224171     ,유흥업소밀집지역,상수도전용,역삼동,
536,3220000-101-1993-18098,19930513,영업/정상,45.51,135811,서울특별시 강남구 논현동 16-1번지 ,서울특별시 강남구 강남대로150길 10 (논현동),부산집,한식,201761.247132143    ,445948.796582546    ,기타,상수도전용,논현동,
537,3220000-101-1993-18113,19930618,영업/정상,136.33,135842,서울특별시 강남구 대치동 977-16번지 동성빌딩 1층 ,"서울특별시 강남구 삼성로64길 51 (대치동,동성빌딩 1층)",강산애,한식,205631.179640265    ,444325.758000472    ,주택가주변,상수도전용,대치동,
538,3220000-101-1993-19501,1993-08-20,영업/정상,87.52,135-847,서울특별시 강남구 대치동 957-4,서울특별시 강남구 삼성로86길 12 (대치동),효자동 감자탕,한식,205101.112209889,444830.236594345,,,대치동,
539,3220000-101-1993-20091,19930113,영업/정상,66.00,135854,서울특별시 강남구 도곡동 420-9번지 ,서울특별시 강남구 남부순환로378길 18 (도곡동),양자강,중국식,204002.380000001    ,442548.445          ,기타,상수도전용,도곡동,
540,3220000-101-1993-20364,19931227,영업/정상,119.68,135821,서울특별시 강남구 논현동 117-8,서울특별시 강남구 학동로45길 8 (논현동),한교방 서울면옥,한식,203300.964212378,446064.868078557,,,논현동,
541,3220000-101-1993-20570,19930326,영업/정상,99.00,135840,서울특별시 강남구 대치동 896-18 ,서울특별시 강남구 선릉로86길 32 (대치동),60년전통신촌황소곱창,한식,204565.030590343    ,444610.702346219    ,주택가주변,상수도전용,대치동,
542,3220000-101-1993-20745,1993-12-10,영업/정상,103.36,135-963,서울특별시 강남구 개포동 1226-1,서울특별시 강남구 논현로16길 14-4 (개포동),돈가네 김치찌개,한식,204153.675826976,441564.046555844,,,개포동,
543,3220000-101-1993-20780,1993-05-22,영업/정상,110.00,135-935,서울특별시 강남구 역삼동 827-22,서울특별시 강남구 강남대로78길 25 (역삼동),국민고기,한식,202694.885142196,443695.215980787,,,역삼동,
544,3220000-101-1993-22616,19930114,영업/정상,58.18,135841,서울특별시 강남구 대치동 907-4번지 ,"서울특별시 강남구 선릉로76길 20, 1층 (대치동)",유쾌한 접시,한식,204538.517169043    ,444380.648291032    ,유흥업소밀집지역,상수도전용,대치동,
545,3220000-101-1994-00014,19940315,영업/정상,81.76,135080,"서울특별시 강남구 역삼동 719-9번지 ,10 ","서울특별시 강남구 테헤란로34길 7 (역삼동,,10)",김밥까페 역삼테헤란점,한식,203489.157368474    ,444321.493440455    ,기타,상수도전용,역삼동,
546,3220000-101-1994-00039,1994-02-24,영업/정상,67.86,135-821,서울특별시 강남구 논현동 116-2,서울특별시 강남구 학동로45길 3-4 (논현동),김봉남맥주 강남본점,한식,203255.851473989,446048.512737939,,,논현동,
547,3220000-101-1994-00049,19940228,영업/정상,65.50,135819,서울특별시 강남구 논현동 98-12번지 ,서울특별시 강남구 언주로148길 14 (논현동),최전방부대찌개,한식,203121.203642767    ,446464.379990564    ,기타,상수도전용,논현동,
548,3220000-101-1994-00061,19940217,영업/정상,721.70,135954,서울특별시 강남구 청담동 88-23번지 ,"서울특별시 강남구 선릉로158길 18, 2,3층 (청담동)",고센,한식,203594.270561229    ,447003.673801602    ,기타,상수도전용,청담동,모범식당지정
549,3220000-101-1994-00063,19940219,영업/정상,92.56,135875,서울특별시 강남구 삼성동 127-2번지 ,서울특별시 강남구 삼성로103길 3 (삼성동),양평해장국,한식,,,기타,상수도전용,삼성동,
550,3220000-101-1994-00071,19940128,영업/정상,46.18,135943,서울특별시 강남구 일원동 641-1번지 ,서울특별시 강남구 개포로140길 22 (일원동),장수순대국,한식,207563.895          ,443559.94           ,기타,상수도전용,일원동,
551,3220000-101-1994-00082,19940204,영업/정상,149.10,135833,서울특별시 강남구 논현동 275-3번지 ,서울특별시 강남구 언주로 608 (논현동),돈까스의집,한식,203266.202128126    ,445298.500542391    ,기타,상수도전용,논현동,
552,3220000-101-1994-00086,19940114,영업/정상,102.53,135887,서울특별시 강남구 신사동 511-18번지 ,서울특별시 강남구 강남대로154길 11 (신사동),신사완쯔,한식,201715.285542746    ,446169.757485148    ,유흥업소밀집지역,상수도전용,신사동,
553,3220000-101-1994-00087,19940119,영업/정상,401.28,135842,서울특별시 강남구 대치동 981-0번지 ,서울특별시 강남구 역삼로92길 17 (대치동),대치마루,한식,205561.927843074    ,444515.573780668    ,기타,상수도전용,대치동,
554,3220000-101-1994-00132,1994-01-05,영업/정상,15.57,135-520,서울특별시 강남구 수서동 746 까치마을아파트상가 116호,"서울특별시 강남구 광평로19길 10 (수서동,까치마을아파트상가 116호)",사또양념치킨,한식,207679.579278773,442508.00638353,,,수서동,
555,3220000-101-1994-00134,19940108,영업/정상,151.17,135881,서울특별시 강남구 삼성동 165-5번지 ,서울특별시 강남구 봉은사로112길 16-4 (삼성동),내림손삼계탕,한식,205655.983272372    ,445739.546498557    ,기타,상수도전용,삼성동,
556,3220000-101-1994-05359,1994-12-30,영업/정상,111.08,135-895,서울특별시 강남구 신사동 628-44,서울특별시 강남구 도산대로37길 18 (신사동),우대포(압구정점),한식,202715.59596556,446657.471039357,,,신사동,
557,3220000-101-1994-05373,19941201,영업/정상,26.62,135957,서울특별시 강남구 청담동 132-8번지 (1층6호) ,"서울특별시 강남구 학동로101길 33 (청담동,(1층6호))",명동손칼국수,분식,204964.16           ,446656.445          ,기타,상수도전용,청담동,
558,3220000-101-1994-05388,19941109,영업/정상,115.60,135502,서울특별시 강남구 대치동 995-24 ,서울특별시 강남구 영동대로86길 11 (대치동),담미온,분식,205680.081143833    ,445100.226887763    ,기타,상수도전용,대치동,
559,3220000-101-1994-05392,19941111,영업/정상,95.70,135510,서울특별시 강남구 압구정동 456번지 상가8호 ,"서울특별시 강남구 압구정로 201 (압구정동,상가8호)",만나방,한식,202485.226490575    ,447521.520319158    ,아파트지역,상수도전용,압구정동,
560,3220000-101-1994-05437,19941006,영업/정상,16.10,135820,서울특별시 강남구 논현동 105-7번지 ,서울특별시 강남구 언주로 726 (논현동),두산분식,분식,203050.783890109    ,446316.514036122    ,기타,상수도전용,논현동,
561,3220000-101-1994-05453,1994-09-05,영업/정상,23.10,135-877,서울특별시 강남구 삼성동 143-42,서울특별시 강남구 테헤란로 429 (삼성동),원방식당,분식,204692.905,444913.72,,,삼성동,
562,3220000-101-1994-05460,19940727,영업/정상,19.65,135994,서울특별시 강남구 개포동 186-11번지 ,서울특별시 강남구 개포로82길 5-8 (개포동),유미분식,분식,205913.265730896    ,442966.825987254    ,기타,상수도전용,개포동,
563,3220000-101-1994-05468,19940803,영업/정상,34.20,135840,서울특별시 강남구 대치동 897-0번지 ,서울특별시 강남구 선릉로 424 (대치동),우리집만두,분식,204358.768921815    ,444520.576717408    ,기타,상수도전용,대치동,
564,3220000-101-1994-05488,19940701,영업/정상,19.80,135868,서울특별시 강남구 삼성동 49-11번지 ,서울특별시 강남구 봉은사로 467 (삼성동),한솥도시락 삼성동에이아이디점,분식,204406.05904845     ,445593.100603185    ,기타,상수도전용,삼성동,
565,3220000-101-1994-05682,19940616,영업/정상,29.11,135240,서울특별시 강남구 개포동 10-4번지 ,,대지분식,분식,,,아파트지역,상수도전용,개포동,
566,3220000-101-1994-06842,19940519,영업/정상,49.51,135894,서울특별시 강남구 신사동 616-5번지 ,서울특별시 강남구 언주로173길 14 (신사동),동천홍,중국식,202785.134548374    ,447329.551998887    ,기타,상수도전용,신사동,
567,3220000-101-1994-06861,19940513,영업/정상,41.34,135501,서울특별시 강남구 대치동 989-3번지 ,서울특별시 강남구 도곡로 510 (대치동),은마골,분식,205447.509945717    ,444095.390366211    ,주택가주변,상수도전용,대치동,
568,3220000-101-1994-06863,19940514,영업/정상,33.12,135501,서울특별시 강남구 대치동 989-2번지 ,서울특별시 강남구 도곡로 510 (대치동),한솥은마점,한식,205408.737772774    ,444079.844884174    ,기타,상수도전용,대치동,
569,3220000-101-1994-06864,19940510,영업/정상,34.99,135889,서울특별시 강남구 신사동 541-13번지 ,서울특별시 강남구 도산대로15길 9 (신사동),쿠바,분식,202033.707771684    ,446296.897502018    ,주택가주변,상수도전용,신사동,
570,3220000-101-1994-06869,19940510,영업/정상,21.35,135816,서울특별시 강남구 논현동 61-18번지 ,서울특별시 강남구 논현로150길 41 (논현동),다모아분식,분식,202750.124142305    ,446436.213909808    ,기타,상수도전용,논현동,
571,3220000-101-1994-06873,19940502,영업/정상,145.20,135871,서울특별시 강남구 삼성동 77-9번지 Chan&Chan Tower 지하1층 ,"서울특별시 강남구 영동대로 611, 지하1층 (삼성동, Chan&Chan Tower)",삼성국수,분식,205180.099605652    ,445840.131665749    ,기타,상수도전용,삼성동,
572,3220000-101-1994-07009,19940326,영업/정상,61.07,135190,서울특별시 강남구 세곡동 164-10 ,서울특별시 강남구 밤고개로36길 6 (세곡동),반고개식당,한식,209428.428164038    ,440137.950597011    ,주택가주변,상수도전용,세곡동,
573,3220000-101-1994-07010,19940328,영업/정상,54.56,135190,서울특별시 강남구 세곡동 164-10번지 ,서울특별시 강남구 밤고개로36길 6 (세곡동),초원,분식,209428.428164038    ,440137.950597011    ,주택가주변,상수도전용,세곡동,
574,3220000-101-1994-07015,19940312,영업/정상,19.50,135500,서울특별시 강남구 대치동 1021-14번지 ,서울특별시 강남구 삼성로57길 22 (대치동),한솥 대치삼성아파트 입구점,분식,205170.258080996    ,443960.709471703    ,기타,상수도전용,대치동,
575,3220000-101-1994-07047,19940310,영업/정상,61.08,135502,서울특별시 강남구 대치동 1000-1번지 ,서울특별시 강남구 영동대로86길 18 (대치동),명동칼국수,한식,205730.893086273    ,445087.494414797    ,기타,상수도전용,대치동,
576,3220000-101-1994-07170,19930720,영업/정상,10.73,135897,서울특별시 강남구 신사동 660-8번지 ,서울특별시 강남구 압구정로 334 (신사동),깡통집,분식,203293.572551645    ,447323.737268385    ,기타,상수도전용,신사동,
577,3220000-101-1994-07419,19941118,영업/정상,130.38,135515,서울특별시 강남구 역삼동 788-20번지 지하1층 ,"서울특별시 강남구 논현로64길 14 (역삼동,지하1층)",한방메기탕,한식,203597.404556062    ,443488.760333473    ,기타,상수도전용,역삼동,
578,3220000-101-1994-07420,19941119,영업/정상,93.65,135935,서울특별시 강남구 역삼동 827-4번지 지상1층 ,"서울특별시 강남구 테헤란로4길 27, 지상1층 (역삼동)",김밥까페 강남점,한식,202619.779006487    ,443834.71503149     ,기타,상수도전용,역삼동,
579,3220000-101-1994-07433,1994-09-28,영업/정상,53.67,135-923,서울특별시 강남구 역삼동 735-17 역삼 푸르지오 시티,"서울특별시 강남구 논현로85길 52, 역삼 푸르지오 시티 지하1층 B104호 (역삼동)",본도시락 역삼역점,일식,202905.303175817,443996.984822547,,,역삼동,
580,3220000-101-1994-07452,1994-08-03,영업/정상,92.83,135-889,서울특별시 강남구 신사동 539,"서울특별시 강남구 도산대로15길 6, 지상1층 (신사동)",와라야키 쿠이신보,일식,202063.602656888,446263.806632866,,,신사동,
581,3220000-101-1994-07459,1994-09-06,영업/정상,97.61,135-998,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길 18 (대치동),랜돌프비어 대치점,한식,204682.656975913,443967.748531574,,,대치동,
582,3220000-101-1994-07476,19940618,영업/정상,28.60,135994,서울특별시 강남구 개포동 186-12번지 ,서울특별시 강남구 개포로82길 7 (개포동),우신닭발,한식,205884.374131265    ,442955.266910236    ,기타,상수도전용,개포동,
583,3220000-101-1994-07789,19940521,영업/정상,122.25,135878,서울특별시 강남구 삼성동 153-57번지 ,서울특별시 강남구 삼성로100길 23-6 (삼성동),한국돈거래소,한식,205000.960619269    ,445342.138942378    ,기타,상수도전용,삼성동,모범식당지정
584,3220000-101-1994-07831,19940503,영업/정상,199.91,135819,서울특별시 강남구 논현동 98-12번지 ,"서울특별시 강남구 언주로148길 14, 1층 (논현동)",배정철 어도,일식,203121.203642767    ,446464.379990564    ,기타,상수도전용,논현동,모범식당지정
585,3220000-101-1994-07857,19911128,영업/정상,175.48,135917,서울특별시 강남구 역삼동 696-40번지 ,서울특별시 강남구 선릉로 519 (역삼동),매드후라이치킨,분식,204177.159918122    ,444853.134892354    ,기타,상수도전용,역삼동,
586,3220000-101-1994-09682,19941124,영업/정상,166.65,135816,서울특별시 강남구 논현동 65-7번지 ,"서울특별시 강남구 논현로150길 26, 지하1층 (논현동)",베아트리체,경양식,202640.048622502    ,446362.087674446    ,기타,상수도전용,논현동,
587,3220000-101-1994-09697,19941117,영업/정상,101.54,135811,서울특별시 강남구 논현동 13-8번지 ,"서울특별시 강남구 논현로149길 73, 지하1,지상1층 (논현동)",이태리부대찌개 신사점,경양식,201950.309771256    ,446025.95971351     ,기타,상수도전용,논현동,
588,3220000-101-1994-09728,19941103,영업/정상,273.78,135907,서울특별시 강남구 역삼동 603-0 ,서울특별시 강남구 봉은사로 130 (역삼동),로비라운지,경양식,202482.701418444    ,444787.812950605    ,기타,상수도전용,역삼동,
589,3220000-101-1994-09773,19941022,영업/정상,57.49,135957,서울특별시 강남구 청담동 132-17번지 ,서울특별시 강남구 영동대로 712 (청담동),오로라,경양식,204964.378144648    ,446579.714676861    ,기타,상수도전용,청담동,
590,3220000-101-1994-09815,19940930,영업/정상,101.59,135830,서울특별시 강남구 논현동 232-23번지 ,서울특별시 강남구 봉은사로37길 7-14 (논현동),다복,경양식,203114.096378264    ,445168.526675559    ,기타,상수도전용,논현동,
591,3220000-101-1994-09827,19940915,영업/정상,147.15,135910,서울특별시 강남구 역삼동 644-8번지 ,"서울특별시 강남구 테헤란로25길 15-3, 지하1층 (역삼동)",신궁전,경양식,203031.92           ,444381.675          ,기타,상수도전용,역삼동,
592,3220000-101-1994-09887,19940824,영업/정상,222.49,135929,서울특별시 강남구 역삼동 789-14번지 ,서울특별시 강남구 역삼로20길 6 (역삼동),쿠바,한식,203214.322382127    ,443624.208937388    ,기타,상수도전용,역삼동,
593,3220000-101-1994-09911,19940727,영업/정상,86.74,135859,서울특별시 강남구 도곡동 942-11번지 ,서울특별시 강남구 도곡로4길 5 (도곡동),오아시스,경양식,202883.2724367      ,443045.729096198    ,기타,상수도전용,도곡동,
594,3220000-101-1994-09913,19940727,영업/정상,59.86,135910,서울특별시 강남구 역삼동 644-8번지 ,서울특별시 강남구 테헤란로25길 15-3 (역삼동),백암왕순대,한식,203031.92           ,444381.675          ,기타,상수도전용,역삼동,
595,3220000-101-1994-09919,19940729,영업/정상,137.18,135931,서울특별시 강남구 역삼동 817-12번지 ,서울특별시 강남구 강남대로96길 11 (역삼동),곱창고 강남역점,한식,202397.13783191     ,444191.105386967    ,기타,상수도전용,역삼동,
596,3220000-101-1994-09929,1994-07-13,영업/정상,201.74,135-830,서울특별시 강남구 논현동 232-19 지상1층,"서울특별시 강남구 봉은사로37길 9, 지상1층 101호 (논현동, 청마빌딩)",순정한우 정육식당 논현점,한식,203170.089948085,445189.80852995,,,논현동,
597,3220000-101-1994-09935,19940718,영업/정상,88.97,135500,서울특별시 강남구 대치동 1016-5번지 ,서울특별시 강남구 삼성로57길 19 (대치동),검은나비,경양식,205192.591712492    ,443936.616587716    ,기타,상수도전용,대치동,
598,3220000-101-1994-10047,19890906,영업/정상,129.68,135896,서울특별시 강남구 신사동 636-1 ,서울특별시 강남구 언주로172길 4 (신사동),경,일식,202949.462678121    ,447274.492095426    ,기타,상수도전용,신사동,
599,3220000-101-1994-10232,19940613,영업/정상,64.31,135812,서울특별시 강남구 논현동 10-12,서울특별시 강남구 도산대로16길 15 (논현동),위너스,경양식,202150.778782271,446100.013354495,,,논현동,
600,3220000-101-1994-11491,19871229,영업/정상,128.00,135894,서울특별시 강남구 신사동 615번지 지하3호 ,"서울특별시 강남구 압구정로 214 (신사동,지하3호)",스윙,경양식,202650.144045095    ,447301.71571803     ,유흥업소밀집지역,상수도전용,신사동,
601,3220000-101-1994-12165,19940510,영업/정상,33.41,135500,서울특별시 강남구 대치동 1019-15번지 ,"서울특별시 강남구 삼성로 225, 1층 110호 (대치동)",작은이곳에,경양식,205355.5442331      ,443886.953546051    ,기타,상수도전용,대치동,
602,3220000-101-1994-12242,1994-04-26,영업/정상,52.92,135-827,서울특별시 강남구 논현동 184-0,서울특별시 강남구 강남대로116길 8 (논현동),동명닭집 논현직영,경양식,202119.943991202,444877.882418219,,,논현동,
603,3220000-101-1994-12383,19940330,영업/정상,118.07,135954,서울특별시 강남구 청담동 78-16번지 ,서울특별시 강남구 압구정로 404 (청담동),아지트,경양식,203552.467666128    ,447242.094426848    ,주택가주변,상수도전용,청담동,
604,3220000-101-1994-12413,19940303,영업/정상,100.28,135933,서울특별시 강남구 역삼동 823-22 ,서울특별시 강남구 테헤란로 128 (역삼동),바라바,경양식,202811.890531888    ,444103.760183634    ,기타,상수도전용,역삼동,
605,3220000-101-1994-12414,19940307,영업/정상,94.28,135819,서울특별시 강남구 논현동 95-22번지 ,"서울특별시 강남구 선릉로145길 12, 지하층 (논현동)",희(HEE),경양식,203332.153406061    ,446590.704738354    ,기타,상수도전용,논현동,
606,3220000-101-1994-12424,19940317,영업/정상,53.36,135854,서울특별시 강남구 도곡동 412-4번지 재경빌딩 지상1층 ,"서울특별시 강남구 논현로38길 16, 재경빌딩 지상1층 (도곡동)",더스페이스,한식,203730.988806626    ,442544.412816011    ,주택가주변,상수도전용,도곡동,
607,3220000-101-1994-12425,19940317,영업/정상,32.25,135847,서울특별시 강남구 대치동 956-15번지 ,서울특별시 강남구 테헤란로84길 25 (대치동),선애밥,한식,205162.078592079    ,444817.566899023    ,기타,상수도전용,대치동,
608,3220000-101-1994-12433,19940217,영업/정상,77.52,135842,서울특별시 강남구 대치동 977-17번지 ,서울특별시 강남구 도곡로93길 13 (대치동),카스톡스,경양식,205646.428194889    ,444335.299058534    ,기타,상수도전용,대치동,
609,3220000-101-1994-12751,1994-11-26,영업/정상,118.53,135-509,서울특별시 강남구 삼성동 119-0,서울특별시 강남구 봉은사로 478 (삼성동),명원,중국식,204598.727206064,445594.572229935,,,삼성동,
610,3220000-101-1994-12763,19940704,영업/정상,53.58,135962,서울특별시 강남구 개포동 1196-7번지 ,서울특별시 강남구 논현로12길 11 (개포동),동강면옥,중국식,204277.619290998    ,441387.319146901    ,기타,상수도전용,개포동,
611,3220000-101-1994-12775,19940629,영업/정상,30.54,135270,서울특별시 강남구 도곡동 465번지 우성4차아파트 ,"서울특별시 강남구 언주로 117, 상가동 지하1층 42,43,44,48,49,50,51호 (도곡동, 우성4차아파트)",만금성,한식,204305.851636788    ,442584.249412167    ,기타,상수도전용,도곡동,
612,3220000-101-1994-12832,19940609,영업/정상,22.56,135190,서울특별시 강남구 세곡동 164-10번지 ,서울특별시 강남구 밤고개로36길 6 (세곡동),미가,한식,209428.428164038    ,440137.950597011    ,주택가주변,상수도전용,세곡동,
613,3220000-101-1994-13039,19940513,영업/정상,37.87,135867,서울특별시 강남구 삼성동 38-18번지 수목빌딩 지상1층 A동 103호,"서울특별시 강남구 봉은사로63길 7, A동 지상1층 103호 (삼성동, 수목빌딩)",차이나타운,중국식,204083.97327314     ,445514.558124949    ,기타,상수도전용,삼성동,모범식당지정
614,3220000-101-1994-13075,1994-04-16,영업/정상,69.14,135-886,"서울특별시 강남구 수서동 736-0 수서7단지상가 지상2층 201,202,203호","서울특별시 강남구 광평로47길 17 (수서동,수서7단지상가 지상2층 201,202,203호)",산삼반점,중국식,208636.679822655,442768.485693217,,,수서동,
615,3220000-101-1994-13115,19940326,영업/정상,35.46,135220,서울특별시 강남구 수서동 255-0번지 6단지상가 2층 202호 ,,가츠가 2호점,중국식,,,아파트지역,상수도전용,수서동,
616,3220000-101-1994-14742,19941219,영업/정상,205.66,135230,서울특별시 강남구 일원동 50번지 ,서울특별시 강남구 일원로 81 (일원동),(주)미림식품,한식,207534.49462606     ,442943.860447203    ,기타,상수도전용,일원동,
617,3220000-101-1994-14752,19941226,영업/정상,73.66,135517,서울특별시 강남구 청담동 99-7번지 ,서울특별시 강남구 도산대로75길 20 (청담동),치치,한식,203977.546161771    ,447035.654551658    ,기타,상수도전용,청담동,
618,3220000-101-1994-14777,1994-12-02,영업/정상,55.45,135-841,서울특별시 강남구 대치동 901-66,서울특별시 강남구 삼성로81길 21 (대치동),몽지람,중국식,204879.438497065,444659.2603366,,,대치동,
619,3220000-101-1994-14794,19941123,영업/정상,69.53,135945,서울특별시 강남구 일원동 666-5번지 ,서울특별시 강남구 일원로9길 32 (일원동),사이야 강남 일원점,한식,207384.855          ,443094.38           ,주택가주변,상수도전용,일원동,
620,3220000-101-1994-14803,19941130,영업/정상,97.75,135881,서울특별시 강남구 삼성동 161-6번지 ,서울특별시 강남구 봉은사로 620 (삼성동),군산집,한식,205523.261260867    ,445804.333672465    ,주택가주변,상수도전용,삼성동,
621,3220000-101-1994-14812,19941118,영업/정상,34.49,135513,서울특별시 강남구 역삼동 704-52번지 ,서울특별시 강남구 선릉로93길 28 (역삼동),무교동식당,한식,204020.515          ,444729.3            ,기타,상수도전용,역삼동,
622,3220000-101-1994-14818,19941122,영업/정상,357.20,135877,서울특별시 강남구 삼성동 144-22번지 ,서울특별시 강남구 테헤란로 437 (삼성동),남도구들 한정식,한식,204793.617486667    ,444948.853380422    ,주택가주변,상수도전용,삼성동,모범식당지정
623,3220000-101-1994-14844,19941024,영업/정상,99.17,135879,서울특별시 강남구 삼성동 156-11번지 지상1층 ,"서울특별시 강남구 테헤란로81길 37 (삼성동,지상1층)",전통 백암순대국,한식,204899.795571873    ,445235.624505866    ,기타,상수도전용,삼성동,
624,3220000-101-1994-14870,19941014,영업/정상,157.41,135937,서울특별시 강남구 역삼동 838-8번지 ,서울특별시 강남구 도곡로 117 (역삼동),서초골,한식,202862.870217443    ,443120.918559833    ,기타,상수도전용,역삼동,
625,3220000-101-1994-14874,19940926,영업/정상,57.43,135935,서울특별시 강남구 역삼동 827-67번지 ,서울특별시 강남구 테헤란로8길 46 (역삼동),프리버드이(2),분식,202780.126797022    ,443740.045139197    ,기타,상수도전용,역삼동,
626,3220000-101-1994-14880,19941001,영업/정상,57.03,135936,서울특별시 강남구 역삼동 829-13번지 (역삼동829-20에서98.6.26장소이전) ,"서울특별시 강남구 역삼로7길 2 (역삼동,(역삼동829-20에서98.6.26장소이전))",호남마을,한식,202894.455993071    ,443575.165691751    ,기타,상수도전용,역삼동,
627,3220000-101-1994-14889,19940909,영업/정상,52.54,135854,서울특별시 강남구 도곡동 416-1 ,서울특별시 강남구 논현로38길 26 (도곡동),오늘와인한잔 매봉역점,한식,203794.930027574    ,442565.895621679    ,기타,상수도전용,도곡동,
628,3220000-101-1994-14896,19940917,영업/정상,138.60,135894,서울특별시 강남구 신사동 609-1 지하1층,"서울특별시 강남구 압구정로30길 23 (신사동,지하1층)",별달맛집,한식,202534.55,447079.205,,,신사동,
629,3220000-101-1994-14941,19940808,영업/정상,28.92,135928,서울특별시 강남구 역삼동 770-12번지 ,서울특별시 강남구 역삼로34길 8 (역삼동),옛날김치찌개,한식,203654.979885931    ,443825.443428656    ,기타,상수도전용,역삼동,
630,3220000-101-1994-14951,19940817,영업/정상,31.90,135821,서울특별시 강남구 논현동 113-17번지 ,서울특별시 강남구 언주로134길 25 (논현동),오브젝티브 커피 로스터스,한식,203258.878028624    ,446092.460693449    ,기타,상수도전용,논현동,
631,3220000-101-1994-14954,19940818,영업/정상,56.25,135930,서울특별시 강남구 역삼동 799-18번지 ,서울특별시 강남구 논현로63길 25 (역삼동),깐부치킨 역삼럭키점,한식,203372.840590865    ,443340.286878555    ,기타,상수도전용,역삼동,
632,3220000-101-1994-14956,1994-08-23,영업/정상,254.98,135-854,서울특별시 강남구 도곡동 410-4,서울특별시 강남구 논현로 166 (도곡동),천향,중국식,203673.701475382,442487.917959756,,,도곡동,모범식당지정
633,3220000-101-1994-14963,1994-08-02,영업/정상,79.65,135-825,서울특별시 강남구 논현동 144-1,서울특별시 강남구 학동로2길 29 (논현동),모모야끼,한식,201974.655881341,445262.693634406,,,논현동,
634,3220000-101-1994-14966,1994-08-04,영업/정상,53.73,135-924,서울특별시 강남구 역삼동 741,"서울특별시 강남구 테헤란로14길 25, 지상1층 (역삼동)",고끌림,한식,202937.533779168,443951.915853763,,,역삼동,
